"","Grid","Habitat","Season","Year","mean","se","lci","uci","Species"
"264","W6","Wetland","Spring","2019",4.44855902444318,1.69297969594941,1.14088668082195,7.82777526360717,"Opossum"
"265","B1","Bottomland","Fall","2020",0,0,0,0,"Opossum"
"266","B2","Bottomland","Fall","2020",18.2262523281657,4.66694273010339,9.05562126800194,27.5557488494819,"Opossum"
"267","B3","Bottomland","Fall","2020",10.3925350887464,3.5748188347569,3.37907484379034,17.1078321626024,"Opossum"
"268","B4","Bottomland","Fall","2020",15.8287468099237,4.51244783380359,6.87317024365163,24.5248678350987,"Opossum"
"269","B5","Bottomland","Fall","2020",10.6575903036141,3.65107199147565,3.7165363954557,17.8373619745673,"Opossum"
"270","B6","Bottomland","Fall","2020",5.25876717801638,2.50248740269587,0.341306030282201,9.97031799221116,"Opossum"
"271","P2","Pine","Fall","2020",1.37232944020874,0.920288386330217,-0.443423135543189,3.19040540721014,"Opossum"
"272","P3","Pine","Fall","2020",0,0,0,0,"Opossum"
"273","P4","Pine","Fall","2020",0,0,0,0,"Opossum"
"274","P5","Pine","Fall","2020",5.01083173001285,2.3273450355615,0.36946038138677,9.47338675821035,"Opossum"
"275","P6","Pine","Fall","2020",0,0,0,0,"Opossum"
"276","P7","Pine","Fall","2020",2.49637448122088,1.7245383769715,-1.07641026699662,5.78548655814521,"Opossum"
"277","R1","Riparian","Fall","2020",0,0,0,0,"Opossum"
"278","R2","Riparian","Fall","2020",5.17868454045461,1.81730771332749,1.52419383702804,8.60150807246955,"Opossum"
"279","R3","Riparian","Fall","2020",1.10149045077146,0.73010462225842,-0.282677468610111,2.54601069375971,"Opossum"
"280","R4","Riparian","Fall","2020",5.85163028830939,2.36720682050826,1.22469434835375,10.322585704345,"Opossum"
"281","R5","Riparian","Fall","2020",0,0,0,0,"Opossum"
"282","R6","Riparian","Fall","2020",0,0,0,0,"Opossum"
"283","W1","Wetland","Fall","2020",1.7810962922721,0.888620086424236,0.00553795435206437,3.46310826057568,"Opossum"
"284","W2","Wetland","Fall","2020",0,0,0,0,"Opossum"
"285","W3","Wetland","Fall","2020",1.89174169278872,0.940215954435412,0.0336591265482468,3.69558447603866,"Opossum"
"286","W4","Wetland","Fall","2020",0,0,0,0,"Opossum"
"287","W5","Wetland","Fall","2020",0.87280622271218,0.618146928928997,-0.338353760799532,2.08934945224112,"Opossum"
"288","W6","Wetland","Fall","2020",1.01791572945685,0.671107011198383,-0.293362481442501,2.27510867313107,"Opossum"
"289","B1","Bottomland","Spring","2020",1.38766681910638,1.04658297824038,-0.646865039936794,3.36354875361499,"Opossum"
"290","B2","Bottomland","Spring","2020",5.73445937077924,1.97764573300987,1.96646492880398,9.55515289482988,"Opossum"
"291","B3","Bottomland","Spring","2020",0,0,0,0,"Opossum"
"292","B4","Bottomland","Spring","2020",4.96625395029809,2.6171143985579,-0.0501259181571586,10.0199320320324,"Opossum"
"293","B5","Bottomland","Spring","2020",5.00023944569552,2.75217322035264,-0.493001896952168,10.4213732864078,"Opossum"
"294","B6","Bottomland","Spring","2020",8.32290967613053,3.79788569199137,1.0232326996468,15.8200841041981,"Opossum"
"295","P2","Pine","Spring","2020",0,0,0,0,"Opossum"
"296","P3","Pine","Spring","2020",0,0,0,0,"Opossum"
"297","P4","Pine","Spring","2020",0,0,0,0,"Opossum"
"298","P5","Pine","Spring","2020",0,0,0,0,"Opossum"
"299","P6","Pine","Spring","2020",1.47123872292,0.740352691351213,0.0687916410539593,2.91657020254759,"Opossum"
"300","P7","Pine","Spring","2020",0.712554267659497,0.515351626803243,-0.308661230792023,1.69278823806991,"Opossum"
"301","R1","Riparian","Spring","2020",3.14095814526651,2.32914281737875,-1.6540924531339,7.61095345285129,"Opossum"
"302","R2","Riparian","Spring","2020",10.7874465985251,4.00948233619635,2.67450245637839,18.5715272526064,"Opossum"
"303","R3","Riparian","Spring","2020",6.55152624030278,3.17449610148954,0.0790412338941842,12.9560865120301,"Opossum"
"304","R4","Riparian","Spring","2020",9.55674149957553,3.84701106768524,1.9658209171202,16.6987228256487,"Opossum"
"305","R5","Riparian","Spring","2020",0,0,0,0,"Opossum"
"306","R6","Riparian","Spring","2020",3.18002562891092,2.26722934997077,-1.12828750498457,7.68041020096373,"Opossum"
"307","W1","Wetland","Spring","2020",3.03170995425527,2.13662195738875,-0.887086736520729,7.48314394716918,"Opossum"
"308","W2","Wetland","Spring","2020",0,0,0,0,"Opossum"
"309","W3","Wetland","Spring","2020",2.98265468135424,2.15174255919306,-1.37616399923324,7.28388692173372,"Opossum"
"310","W4","Wetland","Spring","2020",1.25323783630691,0.85473255353571,-0.272107418305771,2.98759263261345,"Opossum"
"311","W5","Wetland","Spring","2020",0,0,0,0,"Opossum"
"312","W6","Wetland","Spring","2020",3.0556048923096,2.05669789335269,-1.0259733138517,7.00333634093213,"Opossum"
"313","B1","Bottomland","Fall","2021",2.1483733159286,1.24829039077543,-0.257352140112093,4.55584094247851,"Opossum"
"314","B2","Bottomland","Fall","2021",12.8899684677705,3.20815901871186,6.74307106985361,19.3181745708107,"Opossum"
"315","B3","Bottomland","Fall","2021",6.6780321979793,2.3888311461534,2.29650296048464,11.3017050543132,"Opossum"
"316","B4","Bottomland","Fall","2021",12.9701587064336,3.20755511312444,6.26061941303055,18.6853953976579,"Opossum"
"317","B5","Bottomland","Fall","2021",10.738102542564,2.93165217641712,5.02264511642417,16.3693482479352,"Opossum"
"318","B6","Bottomland","Fall","2021",2.10260822043948,1.25201372655612,-0.278009216675633,4.58563278950778,"Opossum"
"319","P2","Pine","Fall","2021",1.16243415640583,0.686218377368982,-0.135520240348092,2.46586314139918,"Opossum"
"320","P3","Pine","Fall","2021",0,0,0,0,"Opossum"
"321","P4","Pine","Fall","2021",0,0,0,0,"Opossum"
"322","P5","Pine","Fall","2021",2.07864561371926,1.31196385750184,-0.524540106448612,4.64282808026122,"Opossum"
"323","P6","Pine","Fall","2021",2.11724074398103,1.24978481419909,-0.11245176790721,4.54349531753496,"Opossum"
"324","P7","Pine","Fall","2021",0,0,0,0,"Opossum"
"325","R1","Riparian","Fall","2021",1.64257469937146,1.01828470661489,-0.427580496795253,3.61800766893579,"Opossum"
"326","R2","Riparian","Fall","2021",0.896862448318566,0.538675786589213,-0.121293245836612,2.01803518996893,"Opossum"
"327","R3","Riparian","Fall","2021",0,0,0,0,"Opossum"
"328","R4","Riparian","Fall","2021",0,0,0,0,"Opossum"
"329","R5","Riparian","Fall","2021",0,0,0,0,"Opossum"
"330","R6","Riparian","Fall","2021",0,0,0,0,"Opossum"
"331","W1","Wetland","Fall","2021",0.738238205534768,0.450678946466803,-0.121271133967565,1.61157375958871,"Opossum"
"332","W2","Wetland","Fall","2021",0,0,0,0,"Opossum"
"333","W3","Wetland","Fall","2021",0,0,0,0,"Opossum"
"334","W4","Wetland","Fall","2021",0.767158907328029,0.458012891747353,-0.165120982248646,1.65658864731552,"Opossum"
"335","W5","Wetland","Fall","2021",0,0,0,0,"Opossum"
"336","W6","Wetland","Fall","2021",0.836444383033137,0.494102555966248,-0.128350221645476,1.86423161276281,"Opossum"
"337","B1","Bottomland","Spring","2021",2.12786064070557,0.888080752467671,0.421270232229489,3.88316753134431,"Opossum"
"338","B2","Bottomland","Spring","2021",5.85473852050959,1.89656526962769,2.05483736683829,9.55183081579167,"Opossum"
"339","B3","Bottomland","Spring","2021",0,0,0,0,"Opossum"
"340","B4","Bottomland","Spring","2021",8.96109345332317,2.6160137000126,3.96512996565105,14.0257018358213,"Opossum"
"341","B5","Bottomland","Spring","2021",1.06792767823066,0.654550767960711,-0.188449072056854,2.37752708750162,"Opossum"
"342","B6","Bottomland","Spring","2021",2.15131096564216,0.885869006667035,0.461145410875287,3.82436386593611,"Opossum"
"343","P2","Pine","Spring","2021",0.538401657905464,0.298487729438104,-0.0355622637976082,1.12193309046839,"Opossum"
"344","P3","Pine","Spring","2021",1.72565559289651,1.0007711404603,-0.345022140222069,3.61309063481821,"Opossum"
"345","P4","Pine","Spring","2021",0,0,0,0,"Opossum"
"346","P5","Pine","Spring","2021",0.538868979721531,0.306588105315775,-0.0344462251245376,1.1576164794249,"Opossum"
"347","P6","Pine","Spring","2021",0,0,0,0,"Opossum"
"348","P7","Pine","Spring","2021",0,0,0,0,"Opossum"
"349","R1","Riparian","Spring","2021",0,0,0,0,"Opossum"
"350","R2","Riparian","Spring","2021",0,0,0,0,"Opossum"
"351","R3","Riparian","Spring","2021",0,0,0,0,"Opossum"
"352","R4","Riparian","Spring","2021",6.59879661048365,2.28425697660403,2.10614732450809,11.0055219344697,"Opossum"
"353","R5","Riparian","Spring","2021",0,0,0,0,"Opossum"
"354","R6","Riparian","Spring","2021",0,0,0,0,"Opossum"
"355","W1","Wetland","Spring","2021",3.27868723896724,1.4912028696804,0.299012861900038,6.24547255664962,"Opossum"
"356","W2","Wetland","Spring","2021",1.91706146052499,0.815473238919776,0.35317038200409,3.47130194859017,"Opossum"
"357","W3","Wetland","Spring","2021",3.222092617895,1.40477941872074,0.562286194730955,5.90821194706041,"Opossum"
"358","W4","Wetland","Spring","2021",3.2250709415869,1.48415335945052,0.560402391694935,6.16151688235845,"Opossum"
"359","W5","Wetland","Spring","2021",0,0,0,0,"Opossum"
"360","W6","Wetland","Spring","2021",0.924288772800729,0.565757123867645,-0.179767870389482,2.00174410467107,"Opossum"
"361","B1","Bottomland","Spring","2022",5.09194300550124,2.08544431701069,0.789649595682284,8.9964129098935,"Opossum"
"362","B2","Bottomland","Spring","2022",14.4700258390047,3.16389317665265,8.11826867527394,20.7300218677447,"Opossum"
"363","B3","Bottomland","Spring","2022",3.57824133907446,1.57472663085674,0.416937883401262,6.59501172518929,"Opossum"
"364","B4","Bottomland","Spring","2022",8.70655442514556,2.63575319863226,3.75065333317133,14.1218807153302,"Opossum"
"365","B5","Bottomland","Spring","2022",4.64287721923424,1.61903780770963,1.52226895074043,7.76786841882906,"Opossum"
"366","B6","Bottomland","Spring","2022",2.47409618805737,1.51261050882377,-0.472242095614594,5.35615927585506,"Opossum"
"367","P2","Pine","Spring","2022",1.6730294552108,0.969729465149688,-0.150575764508569,3.54382099986517,"Opossum"
"368","P3","Pine","Spring","2022",0,0,0,0,"Opossum"
"369","P4","Pine","Spring","2022",1.58092937813056,0.526520287443889,0.564611277940056,2.60441314608661,"Opossum"
"370","P5","Pine","Spring","2022",0,0,0,0,"Opossum"
"371","P6","Pine","Spring","2022",0,0,0,0,"Opossum"
"372","P7","Pine","Spring","2022",2.19083163526921,1.01453142995463,0.226817019412329,4.23389618306294,"Opossum"
"373","R1","Riparian","Spring","2022",4.01005639074655,1.60835874532243,0.833384861524127,7.10907889095514,"Opossum"
"374","R2","Riparian","Spring","2022",0,0,0,0,"Opossum"
"375","R3","Riparian","Spring","2022",0,0,0,0,"Opossum"
"376","R4","Riparian","Spring","2022",1.66520764627082,0.958212060841192,-0.185267453158356,3.55812829303255,"Opossum"
"377","R5","Riparian","Spring","2022",0,0,0,0,"Opossum"
"378","R6","Riparian","Spring","2022",2.28230457531178,1.3639721975064,-0.238915183842956,4.94218266687458,"Opossum"
"379","W1","Wetland","Spring","2022",0.922232329998964,0.517953039130148,-0.138713626779552,1.90915875376128,"Opossum"
"380","W2","Wetland","Spring","2022",3.18013460170309,1.34455769137822,0.652583900046684,5.67934735784045,"Opossum"
"381","W3","Wetland","Spring","2022",0,0,0,0,"Opossum"
"382","W4","Wetland","Spring","2022",0,0,0,0,"Opossum"
"383","W5","Wetland","Spring","2022",0.890085957931089,0.513614423710761,-0.074116268021293,1.90875224774049,"Opossum"
"384","W6","Wetland","Spring","2022",2.17541572061314,1.25188529527924,-0.142378467215541,4.6131633402911,"Opossum"
